,Date/Time (LST),Temp (degC),Rel Hum (%),Precip. Amount (mm),Stn Press (kPa),Wind Spd (km/h)
1036,2018-02-13 04:00,-19.8,86.0,,103.19,0.0
1037,2018-02-13 05:00,-19.8,85.0,,103.23,0.0
1038,2018-02-13 06:00,-22.1,82.0,,103.27,7.0
1039,2018-02-13 07:00,-24.3,80.0,,103.31,7.0
1040,2018-02-13 08:00,-21.9,82.0,,103.36,6.0
1041,2018-02-13 09:00,-16.1,85.0,,103.37,8.0
1042,2018-02-13 10:00,-14.0,79.0,,103.36,10.0
1043,2018-02-13 11:00,-12.4,70.0,,103.31,12.0
1044,2018-02-13 12:00,-11.2,66.0,,103.24,12.0
1045,2018-02-13 13:00,-9.7,62.0,,103.14,14.0
1046,2018-02-13 14:00,-8.9,62.0,,103.02,8.0
1047,2018-02-13 15:00,-8.3,58.0,,102.97,12.0
1048,2018-02-13 16:00,-8.2,59.0,,102.89,8.0
1049,2018-02-13 17:00,-8.6,63.0,,102.77,4.0
1050,2018-02-13 18:00,-10.1,73.0,,102.65,5.0
1051,2018-02-13 19:00,-11.0,79.0,,102.54,0.0
1052,2018-02-13 20:00,-12.3,82.0,,102.43,4.0
1053,2018-02-13 21:00,-12.9,84.0,,102.29,0.0
1054,2018-02-13 22:00,-12.5,87.0,,102.12,0.0
1055,2018-02-13 23:00,-12.3,85.0,,102.0,3.0
1056,2018-02-14 00:00,-12.9,86.0,,101.81,3.0
1057,2018-02-14 01:00,-14.2,89.0,,101.67,0.0
1058,2018-02-14 02:00,-14.2,89.0,,101.5,4.0
1059,2018-02-14 03:00,-13.5,86.0,,101.42,5.0
1060,2018-02-14 04:00,-13.3,84.0,,101.25,0.0
1061,2018-02-14 05:00,-13.3,85.0,,101.2,3.0
1062,2018-02-14 06:00,-12.6,84.0,,101.11,0.0
1063,2018-02-14 07:00,-11.9,85.0,,101.06,0.0
1064,2018-02-14 08:00,-10.7,80.0,,101.02,5.0
1065,2018-02-14 09:00,-9.8,78.0,,100.99,0.0
1066,2018-02-14 10:00,-4.6,63.0,,100.87,8.0
1067,2018-02-14 11:00,-4.2,63.0,,100.79,8.0
1068,2018-02-14 12:00,-1.8,68.0,,100.7,8.0
1069,2018-02-14 13:00,0.6,69.0,,100.57,14.0
1070,2018-02-14 14:00,1.3,71.0,,100.5,10.0
1071,2018-02-14 15:00,3.4,71.0,,100.42,18.0
1072,2018-02-14 16:00,3.6,70.0,,100.36,17.0
1073,2018-02-14 17:00,3.7,70.0,,100.31,19.0
1074,2018-02-14 18:00,3.5,69.0,,100.31,27.0
1075,2018-02-14 19:00,2.8,70.0,,100.3,24.0
1076,2018-02-14 20:00,1.8,75.0,,100.32,18.0
1077,2018-02-14 21:00,0.9,78.0,,100.32,12.0
1078,2018-02-14 22:00,0.4,79.0,,100.26,10.0
1079,2018-02-14 23:00,-0.9,83.0,,100.26,10.0
1080,2018-02-15 00:00,-0.8,83.0,,100.23,11.0
1081,2018-02-15 01:00,-2.8,90.0,,100.18,4.0
1082,2018-02-15 02:00,-3.7,92.0,,100.13,7.0
1083,2018-02-15 03:00,-3.0,93.0,,100.09,10.0
1084,2018-02-15 04:00,-2.8,94.0,,100.03,7.0
1085,2018-02-15 05:00,-4.5,96.0,,99.98,7.0
1086,2018-02-15 06:00,-5.6,96.0,,99.94,5.0
1087,2018-02-15 07:00,-7.3,95.0,,99.83,0.0
1088,2018-02-15 08:00,-6.0,94.0,,99.79,0.0
1089,2018-02-15 09:00,-4.4,95.0,,99.7,4.0
1090,2018-02-15 10:00,-2.5,95.0,,99.53,5.0
1091,2018-02-15 11:00,-1.5,97.0,,99.39,7.0
1092,2018-02-15 12:00,-0.8,97.0,,99.23,7.0
1093,2018-02-15 13:00,-0.4,98.0,,99.11,6.0
1094,2018-02-15 14:00,-0.1,98.0,,99.08,0.0
1095,2018-02-15 15:00,1.5,98.0,,99.08,12.0
1096,2018-02-15 16:00,2.7,98.0,,99.11,15.0
1097,2018-02-15 17:00,2.9,95.0,,99.16,14.0
1098,2018-02-15 18:00,3.0,93.0,,99.21,14.0
1099,2018-02-15 19:00,2.7,93.0,,99.18,10.0
1100,2018-02-15 20:00,3.0,93.0,,99.18,10.0
1101,2018-02-15 21:00,2.4,95.0,,99.17,9.0
1102,2018-02-15 22:00,2.5,95.0,,99.15,3.0
1103,2018-02-15 23:00,2.9,94.0,,99.17,9.0
1104,2018-02-16 00:00,2.4,95.0,,99.22,7.0
1105,2018-02-16 01:00,2.8,91.0,,99.24,8.0
1106,2018-02-16 02:00,2.2,90.0,,99.24,4.0
1107,2018-02-16 03:00,1.7,92.0,,99.28,4.0
1108,2018-02-16 04:00,1.4,93.0,,99.24,8.0
1109,2018-02-16 05:00,0.9,93.0,,99.23,5.0
1110,2018-02-16 06:00,0.4,96.0,,99.26,7.0
1111,2018-02-16 07:00,0.6,91.0,,99.27,6.0
1112,2018-02-16 08:00,0.9,89.0,,99.31,5.0
1113,2018-02-16 09:00,1.4,81.0,,99.29,6.0
1114,2018-02-16 10:00,1.6,83.0,,99.32,4.0
1115,2018-02-16 11:00,1.6,76.0,,99.33,0.0
1116,2018-02-16 12:00,-0.1,93.0,,99.4,10.0
1117,2018-02-16 13:00,-1.1,90.0,,99.5,9.0
1118,2018-02-16 14:00,-0.8,75.0,,99.61,14.0
1119,2018-02-16 15:00,-0.6,57.0,,99.81,16.0
1120,2018-02-16 16:00,-0.8,48.0,,100.0,18.0
1121,2018-02-16 17:00,-2.8,48.0,,100.19,12.0
1122,2018-02-16 18:00,-4.1,44.0,,100.39,12.0
1123,2018-02-16 19:00,-5.3,43.0,,100.63,13.0
1124,2018-02-16 20:00,-6.6,48.0,,100.77,5.0
1125,2018-02-16 21:00,-8.1,50.0,,100.91,5.0
1126,2018-02-16 22:00,-10.0,54.0,,101.0,7.0
1127,2018-02-16 23:00,-9.6,54.0,,101.12,6.0
1128,2018-02-17 00:00,-11.4,63.0,,101.23,5.0
1129,2018-02-17 01:00,-12.6,66.0,,101.29,8.0
1130,2018-02-17 02:00,-13.3,73.0,,101.41,6.0
1131,2018-02-17 03:00,-13.8,73.0,,101.48,5.0
1132,2018-02-17 04:00,-15.3,81.0,,101.5,3.0
1133,2018-02-17 05:00,-17.3,85.0,,101.54,0.0
1134,2018-02-17 06:00,-17.9,86.0,,101.56,4.0
1135,2018-02-17 07:00,-17.7,87.0,,101.64,4.0
1136,2018-02-17 08:00,-17.1,84.0,,101.67,4.0
1137,2018-02-17 09:00,-13.4,78.0,,101.65,0.0
1138,2018-02-17 10:00,-9.0,64.0,,101.67,16.0
1139,2018-02-17 11:00,-8.2,60.0,,101.63,14.0
1140,2018-02-17 12:00,-7.2,57.0,,101.5,17.0
1141,2018-02-17 13:00,-6.7,57.0,,101.46,9.0
1142,2018-02-17 14:00,-5.9,56.0,,101.3,4.0
1143,2018-02-17 15:00,-5.4,54.0,,101.18,10.0
1144,2018-02-17 16:00,-5.0,56.0,,101.1,4.0
1145,2018-02-17 17:00,-5.5,58.0,,100.92,10.0
1146,2018-02-17 18:00,-6.2,66.0,,100.88,5.0
1147,2018-02-17 19:00,-6.5,67.0,,100.82,6.0
1148,2018-02-17 20:00,-6.8,69.0,,100.7,7.0
1149,2018-02-17 21:00,-6.7,65.0,,100.63,8.0
1150,2018-02-17 22:00,-7.4,73.0,,100.58,3.0
1151,2018-02-17 23:00,-6.7,67.0,,100.48,10.0
1152,2018-02-18 00:00,-6.9,67.0,,100.43,3.0
1153,2018-02-18 01:00,-7.1,70.0,,100.43,3.0
1154,2018-02-18 02:00,-7.3,71.0,,100.44,0.0
1155,2018-02-18 03:00,-7.6,73.0,,100.45,0.0
1156,2018-02-18 04:00,-8.3,77.0,,100.5,0.0
1157,2018-02-18 05:00,-8.6,80.0,,100.57,4.0
1158,2018-02-18 06:00,-6.7,68.0,,100.69,6.0
1159,2018-02-18 07:00,-7.5,71.0,,100.78,4.0
1160,2018-02-18 08:00,-6.5,68.0,,101.0,12.0
1161,2018-02-18 09:00,-5.5,74.0,,101.15,16.0
1162,2018-02-18 10:00,-4.4,74.0,,101.24,16.0
1163,2018-02-18 11:00,-3.2,73.0,,101.34,19.0
1164,2018-02-18 12:00,-1.8,69.0,,101.33,16.0
1165,2018-02-18 13:00,-0.5,65.0,,101.36,19.0
1166,2018-02-18 14:00,0.2,63.0,,101.33,15.0
1167,2018-02-18 15:00,1.3,57.0,,101.45,18.0
1168,2018-02-18 16:00,1.6,55.0,,101.56,13.0
1169,2018-02-18 17:00,1.1,52.0,,101.66,8.0
1170,2018-02-18 18:00,-1.1,58.0,,101.76,8.0
1171,2018-02-18 19:00,-3.0,64.0,,101.8,11.0
1172,2018-02-18 20:00,-2.9,64.0,,101.83,10.0
1173,2018-02-18 21:00,-3.2,66.0,,101.87,10.0
1174,2018-02-18 22:00,-2.0,73.0,,101.86,15.0
1175,2018-02-18 23:00,-5.0,80.0,,101.89,7.0
1176,2018-02-19 00:00,-5.2,92.0,,101.82,8.0
1177,2018-02-19 01:00,-3.4,82.0,,101.76,6.0
1178,2018-02-19 02:00,-6.0,87.0,,101.76,0.0
1179,2018-02-19 03:00,-6.5,89.0,,101.74,3.0
1180,2018-02-19 04:00,-7.1,89.0,,101.73,6.0
1181,2018-02-19 05:00,-7.7,93.0,,101.69,6.0
1182,2018-02-19 06:00,-7.9,92.0,,101.66,8.0
1183,2018-02-19 07:00,-7.9,89.0,,101.58,9.0
1184,2018-02-19 08:00,-7.1,89.0,,101.56,9.0
1185,2018-02-19 09:00,-5.0,80.0,,101.48,8.0
1186,2018-02-19 10:00,-2.7,73.0,,101.37,7.0
1187,2018-02-19 11:00,-0.7,67.0,,101.35,8.0
1188,2018-02-19 12:00,1.2,61.0,,101.27,6.0
1189,2018-02-19 13:00,2.7,56.0,,101.19,7.0
1190,2018-02-19 14:00,3.8,53.0,,101.12,5.0
1191,2018-02-19 15:00,4.2,54.0,,101.11,3.0
1192,2018-02-19 16:00,4.0,60.0,,101.09,4.0
1193,2018-02-19 17:00,3.0,65.0,,101.11,5.0
1194,2018-02-19 18:00,1.7,82.0,,101.11,6.0
1195,2018-02-19 19:00,0.9,95.0,,101.13,5.0
1196,2018-02-19 20:00,0.8,97.0,,101.1,5.0
1197,2018-02-19 21:00,0.6,98.0,,101.13,5.0
1198,2018-02-19 22:00,0.6,98.0,,101.12,3.0
1199,2018-02-19 23:00,0.6,98.0,,101.1,5.0
1200,2018-02-20 00:00,0.7,98.0,,101.08,3.0
1201,2018-02-20 01:00,0.8,98.0,,101.12,5.0
1202,2018-02-20 02:00,0.8,98.0,,101.08,5.0
1203,2018-02-20 03:00,0.8,98.0,,101.12,4.0
1204,2018-02-20 04:00,0.8,98.0,,101.11,5.0
1205,2018-02-20 05:00,0.9,98.0,,101.14,5.0
1206,2018-02-20 06:00,0.8,98.0,,101.13,11.0
1207,2018-02-20 07:00,0.9,98.0,,101.19,16.0
1208,2018-02-20 08:00,1.0,97.0,,101.25,10.0
1209,2018-02-20 09:00,1.1,97.0,,101.21,7.0
1210,2018-02-20 10:00,1.4,96.0,,101.15,10.0
1211,2018-02-20 11:00,1.6,96.0,,101.06,13.0
1212,2018-02-20 12:00,1.6,97.0,,101.01,8.0
1213,2018-02-20 13:00,1.6,96.0,,100.99,9.0
1214,2018-02-20 14:00,1.6,95.0,,100.96,8.0
1215,2018-02-20 15:00,1.4,96.0,,100.93,11.0
1216,2018-02-20 16:00,1.0,97.0,,100.97,7.0
1217,2018-02-20 17:00,0.8,97.0,,101.0,8.0
1218,2018-02-20 18:00,0.6,97.0,,100.98,10.0
1219,2018-02-20 19:00,0.5,98.0,,100.96,8.0
1220,2018-02-20 20:00,0.3,98.0,,100.97,13.0
1221,2018-02-20 21:00,0.4,98.0,,100.96,6.0
1222,2018-02-20 22:00,0.3,98.0,,100.98,6.0
1223,2018-02-20 23:00,0.2,98.0,,100.95,4.0
1224,2018-02-21 00:00,0.0,98.0,,100.88,5.0
1225,2018-02-21 01:00,-0.1,98.0,,100.78,4.0
1226,2018-02-21 02:00,0.0,98.0,,100.72,8.0
1227,2018-02-21 03:00,0.4,98.0,,100.6,6.0
1228,2018-02-21 04:00,0.3,97.0,,100.57,5.0
1229,2018-02-21 05:00,0.3,97.0,,100.5,7.0
1230,2018-02-21 06:00,0.2,97.0,,100.53,12.0
1231,2018-02-21 07:00,0.2,98.0,,100.57,0.0
1232,2018-02-21 08:00,1.0,98.0,,100.58,0.0
1233,2018-02-21 09:00,5.4,96.0,,100.57,8.0
1234,2018-02-21 10:00,7.1,97.0,,100.59,12.0
1235,2018-02-21 11:00,7.3,97.0,,100.61,17.0
1236,2018-02-21 12:00,6.3,98.0,,100.68,12.0
1237,2018-02-21 13:00,6.2,98.0,,100.77,18.0
1238,2018-02-21 14:00,6.5,96.0,,100.97,13.0
1239,2018-02-21 15:00,5.2,78.0,,101.24,11.0
1240,2018-02-21 16:00,4.6,54.0,,101.51,20.0
1241,2018-02-21 17:00,3.6,48.0,,101.72,10.0
1242,2018-02-21 18:00,2.5,51.0,,101.95,7.0
1243,2018-02-21 19:00,1.3,50.0,,102.12,10.0
1244,2018-02-21 20:00,-0.2,56.0,,102.23,9.0
1245,2018-02-21 21:00,-0.4,48.0,,102.35,7.0
1246,2018-02-21 22:00,-1.3,51.0,,102.46,6.0
1247,2018-02-21 23:00,-2.1,51.0,,102.58,10.0
1248,2018-02-22 00:00,-3.0,46.0,,102.68,14.0
1249,2018-02-22 01:00,-3.8,46.0,,102.78,8.0
1250,2018-02-22 02:00,-5.0,53.0,,102.83,11.0
1251,2018-02-22 03:00,-5.5,55.0,,102.86,10.0
1252,2018-02-22 04:00,-6.3,58.0,,102.88,9.0
1253,2018-02-22 05:00,-7.2,62.0,,102.92,8.0
1254,2018-02-22 06:00,-8.5,67.0,,102.99,7.0
1255,2018-02-22 07:00,-8.6,66.0,,103.04,7.0
1256,2018-02-22 08:00,-8.0,62.0,,103.14,6.0
1257,2018-02-22 09:00,-7.3,57.0,,103.17,9.0
1258,2018-02-22 10:00,-7.0,60.0,,103.17,8.0
1259,2018-02-22 11:00,-6.5,58.0,,103.2,7.0
1260,2018-02-22 12:00,-6.0,55.0,,103.14,5.0
1261,2018-02-22 13:00,-5.8,56.0,,103.14,0.0
1262,2018-02-22 14:00,-5.6,57.0,,103.07,8.0
1263,2018-02-22 15:00,-5.1,55.0,,103.08,6.0
1264,2018-02-22 16:00,-4.9,50.0,,103.03,9.0
1265,2018-02-22 17:00,-5.0,54.0,,103.02,6.0
1266,2018-02-22 18:00,-6.5,60.0,,103.02,5.0
1267,2018-02-22 19:00,-7.3,64.0,,103.05,4.0
1268,2018-02-22 20:00,-8.6,71.0,,103.07,0.0
1269,2018-02-22 21:00,-10.2,77.0,,103.05,0.0
1270,2018-02-22 22:00,-9.4,76.0,,103.09,0.0
1271,2018-02-22 23:00,-11.6,86.0,,103.12,4.0
1272,2018-02-23 00:00,-11.7,86.0,,103.1,3.0
1273,2018-02-23 01:00,-11.1,85.0,,103.09,0.0
1274,2018-02-23 02:00,-11.3,85.0,,103.02,8.0
1275,2018-02-23 03:00,-11.1,84.0,,102.98,9.0
1276,2018-02-23 04:00,-11.3,84.0,,102.91,8.0
1277,2018-02-23 05:00,-10.8,82.0,,102.83,5.0
1278,2018-02-23 06:00,-11.0,80.0,,102.75,6.0
1279,2018-02-23 07:00,-11.4,81.0,,102.68,4.0
1280,2018-02-23 08:00,-10.6,78.0,,102.64,5.0
1281,2018-02-23 09:00,-9.3,74.0,,102.55,8.0
1282,2018-02-23 10:00,-7.4,66.0,,102.37,13.0
1283,2018-02-23 11:00,-7.0,65.0,,102.18,15.0
1284,2018-02-23 12:00,-6.2,66.0,,101.94,12.0
1285,2018-02-23 13:00,-5.6,67.0,,101.63,11.0
1286,2018-02-23 14:00,-5.6,69.0,,101.41,11.0
1287,2018-02-23 15:00,-5.5,82.0,,101.21,15.0
1288,2018-02-23 16:00,-4.2,90.0,,101.07,16.0
1289,2018-02-23 17:00,-3.6,94.0,,100.92,13.0
1290,2018-02-23 18:00,-3.1,96.0,,100.75,7.0
1291,2018-02-23 19:00,-2.9,96.0,,100.67,8.0
1292,2018-02-23 20:00,-2.5,97.0,,100.6,3.0
1293,2018-02-23 21:00,-1.9,97.0,,100.55,3.0
1294,2018-02-23 22:00,-0.8,97.0,,100.48,9.0
1295,2018-02-23 23:00,-0.3,97.0,,100.43,12.0
1296,2018-02-24 00:00,-0.1,97.0,,100.44,14.0
1297,2018-02-24 01:00,0.6,98.0,,100.48,15.0
1298,2018-02-24 02:00,0.9,98.0,,100.54,15.0
1299,2018-02-24 03:00,0.8,97.0,,100.59,15.0
1300,2018-02-24 04:00,1.0,97.0,,100.63,13.0
1301,2018-02-24 05:00,1.3,94.0,,100.69,15.0
1302,2018-02-24 06:00,1.4,93.0,,100.77,16.0
1303,2018-02-24 07:00,1.6,89.0,,100.83,16.0
1304,2018-02-24 08:00,1.3,92.0,,100.97,12.0
1305,2018-02-24 09:00,1.6,69.0,,101.09,14.0
1306,2018-02-24 10:00,1.7,61.0,,101.15,22.0
1307,2018-02-24 11:00,1.7,62.0,,101.22,13.0
1308,2018-02-24 12:00,1.7,62.0,,101.28,18.0
1309,2018-02-24 13:00,1.4,62.0,,101.33,11.0
1310,2018-02-24 14:00,1.0,56.0,,101.34,13.0
1311,2018-02-24 15:00,1.1,57.0,,101.37,11.0
1312,2018-02-24 16:00,1.0,58.0,,101.42,5.0
1313,2018-02-24 17:00,0.5,59.0,,101.45,10.0
1314,2018-02-24 18:00,-1.3,67.0,,101.49,6.0
1315,2018-02-24 19:00,-2.1,70.0,,101.53,8.0
1316,2018-02-24 20:00,-2.8,72.0,,101.59,7.0
1317,2018-02-24 21:00,-3.7,76.0,,101.62,5.0
1318,2018-02-24 22:00,-4.5,79.0,,101.64,3.0
1319,2018-02-24 23:00,-5.2,84.0,,101.63,5.0
1320,2018-02-25 00:00,-6.0,83.0,,101.61,5.0
1321,2018-02-25 01:00,-5.2,72.0,,101.6,10.0
1322,2018-02-25 02:00,-5.4,68.0,,101.56,11.0
1323,2018-02-25 03:00,-5.9,68.0,,101.48,10.0
1324,2018-02-25 04:00,-5.8,64.0,,101.41,10.0
1325,2018-02-25 05:00,-5.5,61.0,,101.16,12.0
1326,2018-02-25 06:00,-5.8,63.0,,100.99,17.0
1327,2018-02-25 07:00,-6.3,67.0,,100.92,14.0
1328,2018-02-25 08:00,-6.1,69.0,,100.76,15.0
1329,2018-02-25 09:00,-6.0,71.0,,100.6,18.0
1330,2018-02-25 10:00,-4.7,84.0,,100.41,13.0
1331,2018-02-25 11:00,-3.8,92.0,,100.22,18.0
1332,2018-02-25 12:00,-0.4,92.0,,100.06,23.0
1333,2018-02-25 13:00,0.2,93.0,,99.93,22.0
1334,2018-02-25 14:00,0.9,93.0,,99.75,16.0
1335,2018-02-25 15:00,2.5,85.0,,99.8,13.0
1336,2018-02-25 16:00,2.8,84.0,,99.76,14.0
1337,2018-02-25 17:00,2.9,83.0,,99.76,14.0
1338,2018-02-25 18:00,2.9,84.0,,99.82,11.0
1339,2018-02-25 19:00,2.2,87.0,,99.87,9.0
1340,2018-02-25 20:00,2.2,88.0,,99.9,13.0
1341,2018-02-25 21:00,3.5,82.0,,99.96,13.0
1342,2018-02-25 22:00,3.5,74.0,,100.03,14.0
1343,2018-02-25 23:00,3.2,75.0,,100.08,14.0
1344,2018-02-26 00:00,2.0,81.0,,100.13,9.0
1345,2018-02-26 01:00,0.6,91.0,,100.13,5.0
1346,2018-02-26 02:00,0.7,88.0,,100.18,7.0
1347,2018-02-26 03:00,1.2,83.0,,100.24,9.0
1348,2018-02-26 04:00,1.6,80.0,,100.26,14.0
1349,2018-02-26 05:00,1.2,80.0,,100.36,12.0
1350,2018-02-26 06:00,1.3,78.0,,100.37,18.0
1351,2018-02-26 07:00,1.3,75.0,,100.45,22.0
1352,2018-02-26 08:00,1.6,71.0,,100.49,22.0
1353,2018-02-26 09:00,2.4,66.0,,100.51,21.0
1354,2018-02-26 10:00,3.3,59.0,,100.55,30.0
1355,2018-02-26 11:00,3.3,61.0,,100.62,21.0
1356,2018-02-26 12:00,3.3,54.0,,100.65,23.0
1357,2018-02-26 13:00,3.4,50.0,,100.67,25.0
1358,2018-02-26 14:00,4.2,46.0,,100.7,21.0
1359,2018-02-26 15:00,3.8,44.0,,100.75,17.0
1360,2018-02-26 16:00,3.7,45.0,,100.79,16.0
1361,2018-02-26 17:00,3.6,45.0,,100.87,14.0
1362,2018-02-26 18:00,2.5,50.0,,100.94,12.0
1363,2018-02-26 19:00,1.8,53.0,,100.99,9.0
1364,2018-02-26 20:00,0.7,57.0,,101.03,7.0
1365,2018-02-26 21:00,-0.2,60.0,,101.07,5.0
1366,2018-02-26 22:00,-0.9,62.0,,101.1,7.0
1367,2018-02-26 23:00,-1.5,64.0,,101.13,8.0
1368,2018-02-27 00:00,-1.7,64.0,,101.17,7.0
1369,2018-02-27 01:00,-2.4,68.0,,101.2,8.0
1370,2018-02-27 02:00,-3.0,70.0,,101.25,8.0
1371,2018-02-27 03:00,-2.8,71.0,,101.3,13.0
1372,2018-02-27 04:00,-3.2,73.0,,101.34,10.0
1373,2018-02-27 05:00,-3.1,74.0,,101.44,10.0
1374,2018-02-27 06:00,-3.8,76.0,,101.46,7.0
1375,2018-02-27 07:00,-3.7,76.0,,101.48,9.0
1376,2018-02-27 08:00,-3.3,75.0,,101.55,8.0
1377,2018-02-27 09:00,-1.7,71.0,,101.53,10.0
1378,2018-02-27 10:00,-0.1,66.0,,101.45,13.0
1379,2018-02-27 11:00,1.2,63.0,,101.37,9.0
1380,2018-02-27 12:00,1.8,64.0,,101.28,12.0
1381,2018-02-27 13:00,3.6,58.0,,101.15,15.0
1382,2018-02-27 14:00,4.2,57.0,,101.01,9.0
1383,2018-02-27 15:00,6.3,50.0,,100.83,9.0
1384,2018-02-27 16:00,5.9,52.0,,100.82,6.0
1385,2018-02-27 17:00,5.4,55.0,,100.7,8.0
1386,2018-02-27 18:00,5.9,54.0,,100.62,13.0
1387,2018-02-27 19:00,5.7,59.0,,100.6,14.0
1388,2018-02-27 20:00,4.8,64.0,,100.58,10.0
1389,2018-02-27 21:00,4.6,65.0,,100.56,13.0
1390,2018-02-27 22:00,4.0,69.0,,100.52,13.0
1391,2018-02-27 23:00,4.4,64.0,,100.48,15.0
1392,2018-02-28 00:00,4.3,62.0,,100.47,13.0
1393,2018-02-28 01:00,2.4,73.0,,100.5,8.0
1394,2018-02-28 02:00,2.3,73.0,,100.51,10.0
1395,2018-02-28 03:00,2.8,69.0,,100.49,9.0
1396,2018-02-28 04:00,2.4,71.0,,100.47,7.0
1397,2018-02-28 05:00,2.0,72.0,,100.5,7.0
1398,2018-02-28 06:00,0.7,80.0,,100.5,4.0
1399,2018-02-28 07:00,-0.4,86.0,,100.48,0.0
1400,2018-02-28 08:00,0.8,80.0,,100.46,6.0
1401,2018-02-28 09:00,2.0,75.0,,100.45,6.0
1402,2018-02-28 10:00,2.4,75.0,,100.37,9.0
1403,2018-02-28 11:00,3.5,71.0,,100.3,8.0
1404,2018-02-28 12:00,4.3,67.0,,100.18,10.0
1405,2018-02-28 13:00,4.1,70.0,,100.04,8.0
1406,2018-02-28 14:00,3.7,72.0,,99.99,7.0
1407,2018-02-28 15:00,3.3,72.0,,99.96,9.0
1408,2018-02-28 16:00,2.8,75.0,,99.88,10.0
1409,2018-02-28 17:00,2.1,86.0,,99.84,16.0
1410,2018-02-28 18:00,1.3,93.0,,99.83,11.0
1411,2018-02-28 19:00,1.0,94.0,,99.86,12.0
1412,2018-02-28 20:00,1.3,91.0,,99.83,16.0
1413,2018-02-28 21:00,1.2,90.0,,99.86,6.0
1414,2018-02-28 22:00,1.2,89.0,,99.9,6.0
1415,2018-02-28 23:00,1.3,88.0,,99.93,5.0
1416,2018-03-01 00:00,1.1,89.0,,99.98,4.0
1417,2018-03-01 01:00,1.2,89.0,,100.05,7.0
1418,2018-03-01 02:00,0.8,95.0,,100.11,4.0
1419,2018-03-01 03:00,0.8,95.0,,100.19,5.0
1420,2018-03-01 04:00,0.9,96.0,,100.23,5.0
1421,2018-03-01 05:00,0.6,97.0,,100.29,5.0
1422,2018-03-01 06:00,0.0,86.0,,100.34,5.0
1423,2018-03-01 07:00,-0.5,83.0,,100.43,7.0
1424,2018-03-01 08:00,0.0,78.0,,100.43,6.0
1425,2018-03-01 09:00,0.8,73.0,,100.49,7.0
1426,2018-03-01 10:00,1.6,68.0,,100.62,8.0
1427,2018-03-01 11:00,2.3,63.0,,100.6,9.0
1428,2018-03-01 12:00,2.9,62.0,,100.54,12.0
1429,2018-03-01 13:00,2.8,62.0,,100.55,13.0
1430,2018-03-01 14:00,2.2,66.0,,100.65,14.0
1431,2018-03-01 15:00,1.8,65.0,,100.63,17.0
1432,2018-03-01 16:00,1.4,69.0,,100.57,11.0
1433,2018-03-01 17:00,1.0,70.0,,100.54,12.0
1434,2018-03-01 18:00,0.2,76.0,,100.5,18.0
1435,2018-03-01 19:00,-0.2,77.0,,100.51,13.0
1436,2018-03-01 20:00,-0.2,78.0,,100.5,8.0
1437,2018-03-01 21:00,-0.2,78.0,,100.48,12.0
1438,2018-03-01 22:00,-0.6,83.0,,100.41,12.0
1439,2018-03-01 23:00,-1.0,82.0,,100.38,17.0
1440,2018-03-02 00:00,-1.6,79.0,,100.32,13.0
1441,2018-03-02 01:00,-1.8,79.0,,100.28,20.0
1442,2018-03-02 02:00,-2.1,79.0,,100.19,16.0
1443,2018-03-02 03:00,-2.3,75.0,,100.14,23.0
1444,2018-03-02 04:00,-2.3,75.0,,100.12,14.0
1445,2018-03-02 05:00,-2.3,76.0,,100.14,15.0
1446,2018-03-02 06:00,-2.4,75.0,,100.17,17.0
1447,2018-03-02 07:00,-2.3,73.0,,100.21,16.0
1448,2018-03-02 08:00,-1.9,72.0,,100.21,17.0
1449,2018-03-02 09:00,-1.4,72.0,,100.22,13.0
1450,2018-03-02 10:00,-1.0,71.0,,100.31,16.0
1451,2018-03-02 11:00,0.0,70.0,,100.35,11.0
1452,2018-03-02 12:00,0.5,69.0,,100.41,10.0
1453,2018-03-02 13:00,0.8,68.0,,100.45,15.0
1454,2018-03-02 14:00,0.9,68.0,,100.49,18.0
1455,2018-03-02 15:00,1.3,68.0,,100.54,17.0
1456,2018-03-02 16:00,1.1,71.0,,100.63,14.0
1457,2018-03-02 17:00,1.1,73.0,,100.74,17.0
1458,2018-03-02 18:00,0.9,77.0,,100.85,10.0
1459,2018-03-02 19:00,0.8,78.0,,100.9,6.0
1460,2018-03-02 20:00,0.9,77.0,,100.96,9.0
1461,2018-03-02 21:00,0.7,80.0,,100.98,9.0
1462,2018-03-02 22:00,1.0,78.0,,101.01,7.0
1463,2018-03-02 23:00,1.2,76.0,,101.05,8.0
1464,2018-03-03 00:00,1.0,77.0,,101.08,8.0
1465,2018-03-03 01:00,1.1,75.0,,101.12,9.0
1466,2018-03-03 02:00,1.2,73.0,,101.14,10.0
1467,2018-03-03 03:00,1.0,73.0,,101.14,13.0
1468,2018-03-03 04:00,1.0,73.0,,101.17,10.0
1469,2018-03-03 05:00,0.5,75.0,,101.22,5.0
1470,2018-03-03 06:00,-0.4,80.0,,101.31,5.0
1471,2018-03-03 07:00,-0.6,79.0,,101.38,4.0
1472,2018-03-03 08:00,0.3,75.0,,101.43,8.0
1473,2018-03-03 09:00,1.8,67.0,,101.46,9.0
1474,2018-03-03 10:00,2.6,63.0,,101.47,11.0
1475,2018-03-03 11:00,3.5,61.0,,101.48,10.0
1476,2018-03-03 12:00,3.9,61.0,,101.46,8.0
1477,2018-03-03 13:00,4.3,62.0,,101.42,10.0
