,Date/Time (LST),Temp (degC),Rel Hum (%),Precip. Amount (mm),Stn Press (kPa),Wind Spd (km/h)
0,2018-01-01 00:00,-24.5,70.0,,101.7,8.0
1,2018-01-01 01:00,-24.7,69.0,,101.71,6.0
2,2018-01-01 02:00,-24.2,68.0,,101.72,5.0
3,2018-01-01 03:00,-24.5,68.0,,101.74,6.0
4,2018-01-01 04:00,-25.6,72.0,,101.75,6.0
5,2018-01-01 05:00,-26.1,73.0,,101.73,8.0
6,2018-01-01 06:00,-26.6,74.0,,101.73,8.0
7,2018-01-01 07:00,-26.8,74.0,,101.74,10.0
8,2018-01-01 08:00,-27.4,75.0,,101.77,9.0
9,2018-01-01 09:00,-26.1,70.0,,101.76,9.0
10,2018-01-01 10:00,-24.9,65.0,,101.8,16.0
11,2018-01-01 11:00,-23.3,61.0,,101.75,16.0
12,2018-01-01 12:00,-22.4,59.0,,101.68,19.0
13,2018-01-01 13:00,-21.3,57.0,,101.63,19.0
14,2018-01-01 14:00,-20.6,55.0,,101.59,19.0
15,2018-01-01 15:00,-20.1,53.0,,101.59,16.0
16,2018-01-01 16:00,-20.5,54.0,,101.58,10.0
17,2018-01-01 17:00,-21.6,59.0,,101.57,10.0
18,2018-01-01 18:00,-22.3,62.0,,101.59,8.0
19,2018-01-01 19:00,-22.6,65.0,,101.58,9.0
20,2018-01-01 20:00,-23.1,68.0,,101.58,8.0
21,2018-01-01 21:00,-23.7,70.0,,101.57,9.0
22,2018-01-01 22:00,-25.3,75.0,,101.58,9.0
23,2018-01-01 23:00,-25.1,74.0,,101.57,10.0
24,2018-01-02 00:00,-28.6,79.0,,101.57,7.0
25,2018-01-02 01:00,-29.7,77.0,,101.57,7.0
26,2018-01-02 02:00,-26.0,75.0,,101.59,8.0
27,2018-01-02 03:00,-28.9,76.0,,101.6,7.0
28,2018-01-02 04:00,-28.9,76.0,,101.61,9.0
29,2018-01-02 05:00,-26.4,74.0,,101.6,7.0
30,2018-01-02 06:00,-29.5,75.0,,101.6,8.0
31,2018-01-02 07:00,-28.9,76.0,,101.57,5.0
32,2018-01-02 08:00,-26.8,78.0,,101.54,7.0
33,2018-01-02 09:00,-26.1,78.0,,101.49,9.0
34,2018-01-02 10:00,-25.2,77.0,,101.43,10.0
35,2018-01-02 11:00,-23.6,74.0,,101.37,10.0
36,2018-01-02 12:00,-22.6,74.0,,101.12,4.0
37,2018-01-02 13:00,-21.6,76.0,,100.94,0.0
38,2018-01-02 14:00,-20.7,76.0,,100.84,7.0
39,2018-01-02 15:00,-20.1,78.0,,100.79,5.0
40,2018-01-02 16:00,-19.6,79.0,,100.74,5.0
41,2018-01-02 17:00,-19.2,80.0,,100.7,4.0
42,2018-01-02 18:00,-18.9,80.0,,100.71,5.0
43,2018-01-02 19:00,-18.5,81.0,,100.77,4.0
44,2018-01-02 20:00,-18.2,81.0,,100.74,4.0
45,2018-01-02 21:00,-18.0,81.0,,100.71,0.0
46,2018-01-02 22:00,-19.2,82.0,,100.72,0.0
47,2018-01-02 23:00,-18.1,82.0,,100.78,7.0
48,2018-01-03 00:00,-17.8,81.0,,100.81,6.0
49,2018-01-03 01:00,-17.6,81.0,,100.83,4.0
50,2018-01-03 02:00,-18.1,81.0,,100.88,8.0
51,2018-01-03 03:00,-17.9,81.0,,100.96,5.0
52,2018-01-03 04:00,-18.3,81.0,,100.93,8.0
53,2018-01-03 05:00,-18.2,80.0,,100.96,9.0
54,2018-01-03 06:00,-18.5,80.0,,101.0,9.0
55,2018-01-03 07:00,-18.5,80.0,,101.04,7.0
56,2018-01-03 08:00,-18.1,80.0,,101.05,10.0
57,2018-01-03 09:00,-17.7,79.0,,101.07,8.0
58,2018-01-03 10:00,-17.1,79.0,,101.06,11.0
59,2018-01-03 11:00,-16.8,79.0,,101.01,9.0
60,2018-01-03 12:00,-16.2,78.0,,100.94,12.0
61,2018-01-03 13:00,-15.8,78.0,,100.84,7.0
62,2018-01-03 14:00,-15.0,78.0,,100.8,7.0
63,2018-01-03 15:00,-14.8,79.0,,100.81,8.0
64,2018-01-03 16:00,-14.8,81.0,,100.78,7.0
65,2018-01-03 17:00,-15.4,82.0,,100.75,0.0
66,2018-01-03 18:00,-14.8,81.0,,100.76,6.0
67,2018-01-03 19:00,-14.8,82.0,,100.8,7.0
68,2018-01-03 20:00,-14.7,83.0,,100.84,0.0
69,2018-01-03 21:00,-14.8,84.0,,100.78,9.0
70,2018-01-03 22:00,-15.2,84.0,,100.8,8.0
71,2018-01-03 23:00,-14.9,84.0,,100.78,12.0
72,2018-01-04 00:00,-14.8,84.0,,100.66,13.0
73,2018-01-04 01:00,-14.6,84.0,,100.62,5.0
74,2018-01-04 02:00,-14.3,85.0,,100.64,8.0
75,2018-01-04 03:00,-13.8,85.0,,100.59,8.0
76,2018-01-04 04:00,-13.5,85.0,,100.5,9.0
77,2018-01-04 05:00,-13.0,85.0,,100.5,8.0
78,2018-01-04 06:00,-12.9,85.0,,100.4,8.0
79,2018-01-04 07:00,-12.3,85.0,,100.33,7.0
80,2018-01-04 08:00,-12.4,86.0,,100.32,4.0
81,2018-01-04 09:00,-11.5,85.0,,100.12,5.0
82,2018-01-04 10:00,-10.5,83.0,,100.13,7.0
83,2018-01-04 11:00,-9.5,80.0,,100.01,5.0
84,2018-01-04 12:00,-8.7,80.0,,99.89,9.0
85,2018-01-04 13:00,-8.1,85.0,,99.71,7.0
86,2018-01-04 14:00,-7.4,83.0,,99.55,16.0
87,2018-01-04 15:00,-7.0,76.0,,99.39,16.0
88,2018-01-04 16:00,-7.1,74.0,,99.31,13.0
89,2018-01-04 17:00,-7.1,72.0,,99.18,14.0
90,2018-01-04 18:00,-7.2,71.0,,99.04,22.0
91,2018-01-04 19:00,-7.3,70.0,,98.98,22.0
92,2018-01-04 20:00,-7.8,73.0,,98.98,13.0
93,2018-01-04 21:00,-8.5,80.0,,98.9,15.0
94,2018-01-04 22:00,-9.2,75.0,,98.78,16.0
95,2018-01-04 23:00,-10.5,65.0,,98.79,20.0
96,2018-01-05 00:00,-12.4,68.0,,98.71,16.0
97,2018-01-05 01:00,-14.7,65.0,,98.66,13.0
98,2018-01-05 02:00,-16.5,69.0,,98.7,19.0
99,2018-01-05 03:00,-17.2,67.0,,98.75,17.0
100,2018-01-05 04:00,-17.9,69.0,,98.79,18.0
101,2018-01-05 05:00,-18.4,67.0,,98.84,23.0
102,2018-01-05 06:00,-19.2,71.0,,98.9,17.0
103,2018-01-05 07:00,-20.1,71.0,,98.95,19.0
104,2018-01-05 08:00,-20.9,70.0,,99.02,24.0
105,2018-01-05 09:00,-21.2,66.0,,99.07,25.0
106,2018-01-05 10:00,-21.0,65.0,,99.14,21.0
107,2018-01-05 11:00,-20.5,62.0,,99.12,24.0
108,2018-01-05 12:00,-19.9,60.0,,99.13,18.0
109,2018-01-05 13:00,-19.4,58.0,,99.15,17.0
110,2018-01-05 14:00,-19.2,57.0,,99.21,28.0
111,2018-01-05 15:00,-19.3,57.0,,99.32,23.0
112,2018-01-05 16:00,-19.6,60.0,,99.37,23.0
113,2018-01-05 17:00,-19.9,61.0,,99.46,29.0
114,2018-01-05 18:00,-20.1,60.0,,99.54,23.0
115,2018-01-05 19:00,-20.4,58.0,,99.62,19.0
116,2018-01-05 20:00,-20.8,60.0,,99.71,24.0
117,2018-01-05 21:00,-21.3,60.0,,99.74,20.0
118,2018-01-05 22:00,-21.9,58.0,,99.77,24.0
119,2018-01-05 23:00,-22.3,57.0,,99.84,21.0
120,2018-01-06 00:00,-22.7,58.0,,99.89,25.0
121,2018-01-06 01:00,-22.9,60.0,,99.93,18.0
122,2018-01-06 02:00,-23.2,58.0,,99.99,19.0
123,2018-01-06 03:00,-23.6,62.0,,100.06,21.0
124,2018-01-06 04:00,-23.7,62.0,,100.14,22.0
125,2018-01-06 05:00,-23.6,63.0,,100.19,16.0
126,2018-01-06 06:00,-23.5,59.0,,100.29,20.0
127,2018-01-06 07:00,-23.3,56.0,,100.37,21.0
128,2018-01-06 08:00,-23.2,55.0,,100.47,19.0
129,2018-01-06 09:00,-23.0,56.0,,100.56,17.0
130,2018-01-06 10:00,-22.4,54.0,,100.64,25.0
131,2018-01-06 11:00,-21.4,52.0,,100.72,14.0
132,2018-01-06 12:00,-20.1,53.0,,100.8,13.0
133,2018-01-06 13:00,-20.0,48.0,,100.88,23.0
134,2018-01-06 14:00,-19.9,45.0,,101.01,15.0
135,2018-01-06 15:00,-20.1,47.0,,101.16,17.0
136,2018-01-06 16:00,-20.3,45.0,,101.3,17.0
137,2018-01-06 17:00,-20.9,50.0,,101.44,14.0
138,2018-01-06 18:00,-21.6,50.0,,101.57,12.0
139,2018-01-06 19:00,-23.0,55.0,,101.65,9.0
140,2018-01-06 20:00,-22.6,54.0,,101.76,13.0
141,2018-01-06 21:00,-23.2,56.0,,101.83,6.0
142,2018-01-06 22:00,-23.8,58.0,,101.88,10.0
143,2018-01-06 23:00,-25.1,59.0,,101.9,8.0
144,2018-01-07 00:00,-23.9,59.0,,101.92,12.0
145,2018-01-07 01:00,-24.3,61.0,,102.0,10.0
146,2018-01-07 02:00,-25.0,64.0,,102.09,16.0
147,2018-01-07 03:00,-24.9,65.0,,102.11,14.0
148,2018-01-07 04:00,-25.5,67.0,,102.15,15.0
149,2018-01-07 05:00,-25.9,68.0,,102.16,13.0
150,2018-01-07 06:00,-26.4,69.0,,102.19,15.0
151,2018-01-07 07:00,-27.1,71.0,,102.26,11.0
152,2018-01-07 08:00,-26.7,72.0,,102.28,11.0
153,2018-01-07 09:00,-25.9,68.0,,102.27,10.0
154,2018-01-07 10:00,-24.3,64.0,,102.28,14.0
155,2018-01-07 11:00,-23.4,63.0,,102.13,13.0
156,2018-01-07 12:00,-22.8,60.0,,101.99,8.0
157,2018-01-07 13:00,-21.0,58.0,,101.86,5.0
158,2018-01-07 14:00,-20.8,64.0,,101.71,4.0
159,2018-01-07 15:00,-20.1,67.0,,101.52,4.0
160,2018-01-07 16:00,-19.6,69.0,,101.44,9.0
161,2018-01-07 17:00,-19.6,78.0,,101.29,5.0
162,2018-01-07 18:00,-19.3,80.0,,101.15,7.0
163,2018-01-07 19:00,-18.8,80.0,,101.1,8.0
164,2018-01-07 20:00,-18.2,81.0,,101.04,7.0
165,2018-01-07 21:00,-18.1,81.0,,100.99,10.0
166,2018-01-07 22:00,-17.8,80.0,,100.93,5.0
167,2018-01-07 23:00,-17.6,81.0,,100.89,8.0
168,2018-01-08 00:00,-17.2,82.0,,100.8,3.0
169,2018-01-08 01:00,-16.5,83.0,,100.74,5.0
170,2018-01-08 02:00,-16.1,83.0,,100.72,5.0
171,2018-01-08 03:00,-15.5,83.0,,100.67,5.0
172,2018-01-08 04:00,-14.8,84.0,,100.65,4.0
173,2018-01-08 05:00,-14.4,83.0,,100.62,6.0
174,2018-01-08 06:00,-14.0,84.0,,100.56,8.0
175,2018-01-08 07:00,-13.6,84.0,,100.5,8.0
176,2018-01-08 08:00,-13.3,84.0,,100.43,10.0
177,2018-01-08 09:00,-13.0,84.0,,100.38,7.0
178,2018-01-08 10:00,-12.7,84.0,,100.29,9.0
179,2018-01-08 11:00,-12.6,83.0,,100.11,12.0
180,2018-01-08 12:00,-12.1,85.0,,99.94,8.0
181,2018-01-08 13:00,-12.1,86.0,,99.81,10.0
182,2018-01-08 14:00,-11.3,85.0,,99.74,11.0
183,2018-01-08 15:00,-10.7,86.0,,99.71,5.0
184,2018-01-08 16:00,-10.3,86.0,,99.71,6.0
185,2018-01-08 17:00,-10.2,88.0,,99.74,4.0
186,2018-01-08 18:00,-9.9,88.0,,99.78,0.0
187,2018-01-08 19:00,-9.5,87.0,,99.77,3.0
188,2018-01-08 20:00,-9.2,87.0,,99.76,3.0
189,2018-01-08 21:00,-8.8,86.0,,99.77,4.0
190,2018-01-08 22:00,-8.5,88.0,,99.77,0.0
191,2018-01-08 23:00,-8.1,90.0,,99.8,8.0
192,2018-01-09 00:00,-6.1,92.0,,99.81,6.0
193,2018-01-09 01:00,-5.7,91.0,,99.82,7.0
194,2018-01-09 02:00,-4.7,90.0,,99.86,7.0
195,2018-01-09 03:00,-4.1,91.0,,99.89,7.0
196,2018-01-09 04:00,-2.6,93.0,,99.91,16.0
197,2018-01-09 05:00,-2.7,92.0,,99.99,17.0
198,2018-01-09 06:00,-2.2,89.0,,100.06,19.0
199,2018-01-09 07:00,-1.5,85.0,,100.19,15.0
200,2018-01-09 08:00,-1.7,81.0,,100.31,16.0
201,2018-01-09 09:00,-1.0,76.0,,100.42,17.0
202,2018-01-09 10:00,-1.0,73.0,,100.55,21.0
203,2018-01-09 11:00,-1.0,67.0,,100.68,16.0
204,2018-01-09 12:00,-1.5,68.0,,100.73,12.0
205,2018-01-09 13:00,-1.5,63.0,,100.78,20.0
206,2018-01-09 14:00,-1.9,64.0,,100.89,11.0
207,2018-01-09 15:00,-2.6,61.0,,101.0,10.0
208,2018-01-09 16:00,-3.7,63.0,,101.16,7.0
209,2018-01-09 17:00,-3.5,62.0,,101.31,7.0
210,2018-01-09 18:00,-3.7,65.0,,101.42,14.0
211,2018-01-09 19:00,-5.7,69.0,,101.56,10.0
212,2018-01-09 20:00,-7.2,68.0,,101.63,7.0
213,2018-01-09 21:00,-8.2,67.0,,101.72,8.0
214,2018-01-09 22:00,-8.8,76.0,,101.78,8.0
215,2018-01-09 23:00,-9.0,72.0,,101.8,3.0
216,2018-01-10 00:00,-10.7,82.0,,101.79,3.0
217,2018-01-10 01:00,-12.3,82.0,,101.87,8.0
218,2018-01-10 02:00,-12.5,84.0,,101.94,8.0
219,2018-01-10 03:00,-12.2,82.0,,101.93,7.0
220,2018-01-10 04:00,-13.8,84.0,,101.93,6.0
221,2018-01-10 05:00,-14.3,88.0,,101.96,6.0
222,2018-01-10 06:00,-14.5,86.0,,101.96,7.0
223,2018-01-10 07:00,-17.6,86.0,,102.0,5.0
224,2018-01-10 08:00,-16.3,87.0,,102.04,0.0
225,2018-01-10 09:00,-15.5,85.0,,102.06,3.0
226,2018-01-10 10:00,-12.9,83.0,,102.03,6.0
227,2018-01-10 11:00,-10.6,74.0,,101.96,0.0
228,2018-01-10 12:00,-8.0,69.0,,101.9,8.0
229,2018-01-10 13:00,-7.2,67.0,,101.75,8.0
230,2018-01-10 14:00,-6.1,64.0,,101.63,7.0
231,2018-01-10 15:00,-6.3,66.0,,101.52,7.0
232,2018-01-10 16:00,-6.8,70.0,,101.53,5.0
233,2018-01-10 17:00,-7.4,72.0,,101.43,10.0
234,2018-01-10 18:00,-7.9,73.0,,101.34,6.0
235,2018-01-10 19:00,-7.3,73.0,,101.3,8.0
236,2018-01-10 20:00,-7.0,75.0,,101.24,7.0
237,2018-01-10 21:00,-7.2,79.0,,101.04,12.0
238,2018-01-10 22:00,-6.7,82.0,,100.98,14.0
239,2018-01-10 23:00,-5.8,92.0,,100.95,8.0
240,2018-01-11 00:00,-4.4,96.0,,100.87,9.0
241,2018-01-11 01:00,-3.7,96.0,,100.82,8.0
242,2018-01-11 02:00,-3.0,96.0,,100.86,5.0
243,2018-01-11 03:00,-2.5,96.0,,100.87,4.0
244,2018-01-11 04:00,-2.3,96.0,,100.84,5.0
245,2018-01-11 05:00,-1.8,96.0,,100.84,7.0
246,2018-01-11 06:00,-1.4,96.0,,100.84,4.0
247,2018-01-11 07:00,-1.0,96.0,,100.82,4.0
248,2018-01-11 08:00,-0.8,97.0,,100.81,5.0
249,2018-01-11 09:00,-0.4,96.0,,100.83,4.0
250,2018-01-11 10:00,-0.1,97.0,,100.87,0.0
251,2018-01-11 11:00,0.3,97.0,,100.83,0.0
252,2018-01-11 12:00,0.7,97.0,,100.75,0.0
253,2018-01-11 13:00,1.1,97.0,,100.69,0.0
254,2018-01-11 14:00,1.8,97.0,,100.65,0.0
255,2018-01-11 15:00,2.1,97.0,,100.63,0.0
256,2018-01-11 16:00,1.8,98.0,,100.61,0.0
257,2018-01-11 17:00,1.2,98.0,,100.6,0.0
258,2018-01-11 18:00,1.2,97.0,,100.57,4.0
259,2018-01-11 19:00,1.1,98.0,,100.56,3.0
260,2018-01-11 20:00,1.7,98.0,,100.49,0.0
261,2018-01-11 21:00,1.6,98.0,,100.41,3.0
262,2018-01-11 22:00,2.5,99.0,,100.35,5.0
263,2018-01-11 23:00,1.9,98.0,,100.24,4.0
264,2018-01-12 00:00,2.7,99.0,,100.16,7.0
265,2018-01-12 01:00,3.2,99.0,,100.05,7.0
266,2018-01-12 02:00,3.3,99.0,,99.98,5.0
267,2018-01-12 03:00,5.1,99.0,,99.94,7.0
268,2018-01-12 04:00,4.2,99.0,,99.84,5.0
269,2018-01-12 05:00,3.0,99.0,,99.75,7.0
270,2018-01-12 06:00,5.6,99.0,,99.7,12.0
271,2018-01-12 07:00,5.7,99.0,,99.63,10.0
272,2018-01-12 08:00,5.9,99.0,,99.56,11.0
273,2018-01-12 09:00,6.6,99.0,,99.47,14.0
274,2018-01-12 10:00,7.1,99.0,,99.44,15.0
275,2018-01-12 11:00,7.3,99.0,,99.3,16.0
276,2018-01-12 12:00,7.5,99.0,,99.15,16.0
277,2018-01-12 13:00,8.0,99.0,,99.03,16.0
278,2018-01-12 14:00,8.3,99.0,,98.96,12.0
279,2018-01-12 15:00,7.0,99.0,,98.99,0.0
280,2018-01-12 16:00,4.5,98.0,,99.13,23.0
281,2018-01-12 17:00,3.9,89.0,,99.33,19.0
282,2018-01-12 18:00,2.6,91.0,,99.53,9.0
283,2018-01-12 19:00,0.5,95.0,,99.76,10.0
284,2018-01-12 20:00,-1.0,90.0,,99.95,20.0
285,2018-01-12 21:00,-3.2,91.0,,100.13,17.0
286,2018-01-12 22:00,-5.6,90.0,,100.19,14.0
287,2018-01-12 23:00,-6.8,87.0,,100.33,16.0
288,2018-01-13 00:00,-7.7,86.0,,100.23,17.0
289,2018-01-13 01:00,-8.9,87.0,,100.24,23.0
290,2018-01-13 02:00,-9.4,86.0,,100.23,18.0
291,2018-01-13 03:00,-9.8,89.0,,100.31,12.0
292,2018-01-13 04:00,-10.4,86.0,,100.18,19.0
293,2018-01-13 05:00,-10.9,86.0,,100.27,15.0
294,2018-01-13 06:00,-11.2,87.0,,100.29,14.0
295,2018-01-13 07:00,-11.9,84.0,,100.19,23.0
296,2018-01-13 08:00,-12.5,85.0,,100.26,19.0
297,2018-01-13 09:00,-12.7,84.0,,100.7,23.0
298,2018-01-13 10:00,-13.1,86.0,,100.79,12.0
299,2018-01-13 11:00,-13.3,80.0,,100.79,18.0
300,2018-01-13 12:00,-13.0,76.0,,100.95,10.0
301,2018-01-13 13:00,-12.6,77.0,,101.05,8.0
302,2018-01-13 14:00,-12.3,70.0,,101.08,10.0
303,2018-01-13 15:00,-12.3,64.0,,101.17,8.0
304,2018-01-13 16:00,-13.0,64.0,,101.33,9.0
305,2018-01-13 17:00,-16.2,68.0,,101.5,11.0
306,2018-01-13 18:00,-17.5,70.0,,101.71,12.0
307,2018-01-13 19:00,-18.1,71.0,,101.86,9.0
308,2018-01-13 20:00,-18.8,72.0,,101.95,8.0
309,2018-01-13 21:00,-20.1,75.0,,102.09,8.0
310,2018-01-13 22:00,-22.1,77.0,,102.15,5.0
311,2018-01-13 23:00,-23.2,80.0,,102.2,7.0
312,2018-01-14 00:00,-22.8,79.0,,102.18,7.0
313,2018-01-14 01:00,-25.0,81.0,,102.27,8.0
314,2018-01-14 02:00,-27.2,80.0,,102.4,4.0
315,2018-01-14 03:00,-28.2,79.0,,102.5,6.0
316,2018-01-14 04:00,-27.0,75.0,,102.56,7.0
317,2018-01-14 05:00,-26.9,81.0,,102.65,0.0
318,2018-01-14 06:00,-29.6,76.0,,102.76,5.0
319,2018-01-14 07:00,-30.2,76.0,,102.82,4.0
320,2018-01-14 08:00,-29.8,75.0,,102.88,3.0
321,2018-01-14 09:00,-27.7,78.0,,102.99,0.0
322,2018-01-14 10:00,-23.8,78.0,,103.06,4.0
323,2018-01-14 11:00,-22.7,75.0,,103.14,0.0
324,2018-01-14 12:00,-21.8,71.0,,103.11,3.0
325,2018-01-14 13:00,-21.0,66.0,,103.08,6.0
326,2018-01-14 14:00,-19.7,62.0,,103.08,7.0
327,2018-01-14 15:00,-19.2,63.0,,103.1,8.0
328,2018-01-14 16:00,-19.4,62.0,,103.12,8.0
329,2018-01-14 17:00,-20.8,68.0,,103.19,7.0
330,2018-01-14 18:00,-23.0,79.0,,103.25,8.0
331,2018-01-14 19:00,-24.0,77.0,,103.29,4.0
332,2018-01-14 20:00,-24.1,80.0,,103.32,0.0
333,2018-01-14 21:00,-26.1,81.0,,103.34,4.0
334,2018-01-14 22:00,-26.7,77.0,,103.36,6.0
335,2018-01-14 23:00,-26.6,77.0,,103.39,4.0
336,2018-01-15 00:00,-26.7,76.0,,103.34,4.0
337,2018-01-15 01:00,-26.7,76.0,,103.29,6.0
338,2018-01-15 02:00,-26.1,77.0,,103.41,4.0
339,2018-01-15 03:00,-26.6,76.0,,103.49,0.0
340,2018-01-15 04:00,-26.8,76.0,,103.47,7.0
341,2018-01-15 05:00,-26.9,76.0,,103.35,4.0
342,2018-01-15 06:00,-25.8,77.0,,103.48,4.0
343,2018-01-15 07:00,-24.8,78.0,,103.44,6.0
344,2018-01-15 08:00,-24.4,78.0,,103.43,8.0
345,2018-01-15 09:00,-23.7,78.0,,103.44,9.0
346,2018-01-15 10:00,-22.1,79.0,,103.44,14.0
347,2018-01-15 11:00,-20.9,76.0,,103.39,13.0
348,2018-01-15 12:00,-19.4,69.0,,103.21,11.0
349,2018-01-15 13:00,-17.6,66.0,,103.07,13.0
350,2018-01-15 14:00,-17.4,65.0,,103.02,17.0
351,2018-01-15 15:00,-17.0,65.0,,102.96,13.0
352,2018-01-15 16:00,-18.5,71.0,,102.94,0.0
353,2018-01-15 17:00,-18.6,75.0,,102.9,4.0
354,2018-01-15 18:00,-18.4,75.0,,102.84,4.0
355,2018-01-15 19:00,-17.6,75.0,,102.81,5.0
356,2018-01-15 20:00,-16.3,76.0,,102.73,7.0
357,2018-01-15 21:00,-15.9,78.0,,102.6,13.0
358,2018-01-15 22:00,-15.8,78.0,,102.54,12.0
359,2018-01-15 23:00,-16.1,79.0,,102.53,5.0
360,2018-01-16 00:00,-15.8,79.0,,102.36,10.0
361,2018-01-16 01:00,-15.5,79.0,,102.32,10.0
362,2018-01-16 02:00,-15.3,79.0,,102.28,10.0
363,2018-01-16 03:00,-15.1,82.0,,102.23,7.0
364,2018-01-16 04:00,-14.8,81.0,,102.18,8.0
365,2018-01-16 05:00,-14.6,81.0,,102.14,7.0
366,2018-01-16 06:00,-14.6,83.0,,102.15,8.0
367,2018-01-16 07:00,-14.9,83.0,,102.14,7.0
368,2018-01-16 08:00,-15.4,82.0,,102.13,8.0
369,2018-01-16 09:00,-14.3,81.0,,102.14,6.0
370,2018-01-16 10:00,-13.2,77.0,,102.16,6.0
371,2018-01-16 11:00,-12.6,75.0,,102.14,11.0
372,2018-01-16 12:00,-12.0,76.0,,102.04,7.0
373,2018-01-16 13:00,-11.9,76.0,,102.01,8.0
374,2018-01-16 14:00,-11.2,76.0,,101.97,7.0
375,2018-01-16 15:00,-11.2,78.0,,102.0,7.0
376,2018-01-16 16:00,-11.1,82.0,,102.02,4.0
377,2018-01-16 17:00,-11.5,84.0,,102.04,6.0
378,2018-01-16 18:00,-11.7,86.0,,102.04,3.0
379,2018-01-16 19:00,-11.8,86.0,,102.03,3.0
380,2018-01-16 20:00,-12.1,85.0,,102.03,5.0
381,2018-01-16 21:00,-12.7,86.0,,101.99,4.0
382,2018-01-16 22:00,-13.4,88.0,,101.93,8.0
383,2018-01-16 23:00,-13.6,86.0,,101.95,3.0
384,2018-01-17 00:00,-12.5,87.0,,101.93,0.0
385,2018-01-17 01:00,-12.3,86.0,,101.85,4.0
386,2018-01-17 02:00,-12.2,85.0,,101.89,0.0
387,2018-01-17 03:00,-12.0,85.0,,101.92,4.0
388,2018-01-17 04:00,-12.5,87.0,,101.86,4.0
389,2018-01-17 05:00,-12.6,87.0,,101.8,6.0
390,2018-01-17 06:00,-12.1,90.0,,101.84,6.0
391,2018-01-17 07:00,-12.1,92.0,,101.81,8.0
392,2018-01-17 08:00,-12.1,89.0,,101.76,4.0
393,2018-01-17 09:00,-11.6,89.0,,101.78,8.0
394,2018-01-17 10:00,-11.0,88.0,,101.77,8.0
395,2018-01-17 11:00,-9.9,82.0,,101.67,7.0
396,2018-01-17 12:00,-9.4,79.0,,101.55,10.0
397,2018-01-17 13:00,-9.0,79.0,,101.45,10.0
398,2018-01-17 14:00,-8.7,79.0,,101.34,9.0
399,2018-01-17 15:00,-8.3,80.0,,101.26,9.0
400,2018-01-17 16:00,-8.4,82.0,,101.22,7.0
401,2018-01-17 17:00,-9.9,88.0,,101.12,7.0
402,2018-01-17 18:00,-7.7,81.0,,101.01,15.0
403,2018-01-17 19:00,-7.1,80.0,,100.94,15.0
404,2018-01-17 20:00,-7.0,75.0,,100.83,16.0
405,2018-01-17 21:00,-7.2,77.0,,100.73,23.0
406,2018-01-17 22:00,-7.3,78.0,,100.65,21.0
407,2018-01-17 23:00,-7.1,77.0,,100.61,16.0
408,2018-01-18 00:00,-6.8,81.0,,100.57,16.0
409,2018-01-18 01:00,-6.7,84.0,,100.51,16.0
410,2018-01-18 02:00,-6.5,82.0,,100.47,18.0
411,2018-01-18 03:00,-6.0,75.0,,100.43,18.0
412,2018-01-18 04:00,-6.0,74.0,,100.34,17.0
413,2018-01-18 05:00,-6.1,79.0,,100.32,15.0
414,2018-01-18 06:00,-6.0,83.0,,100.32,18.0
415,2018-01-18 07:00,-6.0,84.0,,100.31,12.0
416,2018-01-18 08:00,-5.9,83.0,,100.33,14.0
417,2018-01-18 09:00,-5.5,81.0,,100.33,18.0
418,2018-01-18 10:00,-5.1,78.0,,100.35,17.0
419,2018-01-18 11:00,-4.4,74.0,,100.32,14.0
420,2018-01-18 12:00,-4.3,74.0,,100.27,19.0
421,2018-01-18 13:00,-4.2,75.0,,100.24,14.0
422,2018-01-18 14:00,-4.2,74.0,,100.24,18.0
423,2018-01-18 15:00,-4.3,76.0,,100.25,17.0
424,2018-01-18 16:00,-4.5,78.0,,100.27,15.0
425,2018-01-18 17:00,-4.9,80.0,,100.29,16.0
426,2018-01-18 18:00,-5.1,82.0,,100.27,13.0
427,2018-01-18 19:00,-5.4,82.0,,100.29,15.0
428,2018-01-18 20:00,-5.8,82.0,,100.28,14.0
429,2018-01-18 21:00,-6.0,83.0,,100.26,13.0
430,2018-01-18 22:00,-5.9,83.0,,100.28,13.0
431,2018-01-18 23:00,-5.9,83.0,,100.28,11.0
432,2018-01-19 00:00,-5.6,81.0,,100.29,15.0
433,2018-01-19 01:00,-5.7,82.0,,100.25,12.0
434,2018-01-19 02:00,-5.7,83.0,,100.23,7.0
435,2018-01-19 03:00,-5.3,82.0,,100.22,11.0
436,2018-01-19 04:00,-5.3,83.0,,100.2,10.0
437,2018-01-19 05:00,-5.4,84.0,,100.21,8.0
438,2018-01-19 06:00,-5.3,84.0,,100.19,8.0
439,2018-01-19 07:00,-5.0,86.0,,100.21,5.0
440,2018-01-19 08:00,-4.8,91.0,,100.2,15.0
441,2018-01-19 09:00,-4.9,91.0,,100.2,16.0
442,2018-01-19 10:00,-4.3,83.0,,100.2,9.0
443,2018-01-19 11:00,-4.0,80.0,,100.19,13.0
444,2018-01-19 12:00,-3.8,80.0,,100.12,12.0
445,2018-01-19 13:00,-4.0,86.0,,100.01,15.0
446,2018-01-19 14:00,-3.5,86.0,,100.03,12.0
447,2018-01-19 15:00,-3.4,85.0,,99.95,11.0
448,2018-01-19 16:00,-3.2,86.0,,99.95,7.0
449,2018-01-19 17:00,-3.1,86.0,,99.9,8.0
