"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-04-01 00:00","2018","04","01","00:00","6.8","","-4.1","","46","","0.0","","22","","26","","16.1","","100.35","","","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-04-01 01:00","2018","04","01","01:00","5.7","","-0.1","","66","","0.0","","20","","17","","16.1","","100.25","","","","","","Rain"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-04-01 02:00","2018","04","01","02:00","6.7","","2.5","","74","","0.0","","21","","24","","16.1","","100.12","","","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-04-01 03:00","2018","04","01","03:00","7.4","","3.1","","74","","0.0","","22","","34","","16.1","","100.01","","","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-04-01 04:00","2018","04","01","04:00","6.8","","3.1","","77","","0.0","","23","","28","","16.1","","100.02","","","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-04-01 05:00","2018","04","01","05:00","6.1","","3.4","","83","","0.2","","25","","34","","11.3","","100.05","","","","","","Rain"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-04-01 06:00","2018","04","01","06:00","4.5","","-1.3","","66","","0.2","","27","","35","","16.1","","100.22","","","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-04-01 07:00","2018","04","01","07:00","3.2","","-2.9","","64","","0.0","","26","","48","","16.1","","100.39","","","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-04-01 08:00","2018","04","01","08:00","2.7","","-5.1","","57","","0.0","","26","","46","","16.1","","100.57","","","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-04-01 09:00","2018","04","01","09:00","2.6","","-5.3","","56","","0.0","","28","","37","","16.1","","100.73","","","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-04-01 10:00","2018","04","01","10:00","1.4","","-7.9","","50","","0.0","","26","","41","","16.1","","100.92","","","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-04-01 11:00","2018","04","01","11:00","1.7","","-8.7","","46","","0.0","","28","","35","","16.1","","101.04","","","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-04-01 12:00","2018","04","01","12:00","1.9","","-8.6","","46","","0.0","","26","","24","","16.1","","101.11","","","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-04-01 13:00","2018","04","01","13:00","1.7","","-8.7","","46","","0.0","","26","","30","","16.1","","101.16","","","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-04-01 14:00","2018","04","01","14:00","2.3","","-9.1","","43","","0.0","","25","","35","","16.1","","101.19","","","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-04-01 15:00","2018","04","01","15:00","2.4","","-9.7","","41","","0.0","","25","","32","","16.1","","101.22","","","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-04-01 16:00","2018","04","01","16:00","2.2","","-10.6","","38","","0.0","","26","","35","","16.1","","101.25","","","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-04-01 17:00","2018","04","01","17:00","1.8","","-11.4","","37","","0.0","","25","","28","","16.1","","101.28","","","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-04-01 18:00","2018","04","01","18:00","1.2","","-11.8","","38","","0.0","","28","","26","","16.1","","101.32","","","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-04-01 19:00","2018","04","01","19:00","0.9","","-11.3","","40","","0.0","","29","","18","","16.1","","101.39","","","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-04-01 20:00","2018","04","01","20:00","0.3","","-11.5","","41","","0.0","","29","","22","","16.1","","101.48","","","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-04-01 21:00","2018","04","01","21:00","-0.2","","-11.4","","43","","0.0","","29","","17","","16.1","","101.51","","","","-5","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-04-01 22:00","2018","04","01","22:00","-1.3","","-11.6","","46","","0.0","","24","","5","","16.1","","101.49","","","","-3","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-04-01 23:00","2018","04","01","23:00","-1.3","","-10.0","","52","","0.0","","21","","11","","16.1","","101.50","","","","-5","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-04-02 00:00","2018","04","02","00:00","-0.9","","-9.3","","53","","0.0","","24","","9","","16.1","","101.55","","","","-4","","NA"
