"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-01 00:00","2017","02","01","00:00","-13.2","","-15.8","","81","","0.0","","2","","17","","","","100.59","","","","-21","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-01 01:00","2017","02","01","01:00","-13.3","","-15.7","","82","","0.0","","2","","16","","","","100.55","","","","-21","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-01 02:00","2017","02","01","02:00","-13.4","","-15.7","","83","","0.0","","2","","18","","","","100.55","","","","-22","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-01 03:00","2017","02","01","03:00","-13.7","","-15.8","","84","","0.0","","2","","18","","","","100.54","","","","-22","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-01 04:00","2017","02","01","04:00","-13.2","","-15.3","","84","","0.0","","3","","15","","","","100.54","","","","-21","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-01 05:00","2017","02","01","05:00","-13.5","","-15.3","","86","","0.0","","2","","19","","","","100.53","","","","-22","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-01 06:00","2017","02","01","06:00","-13.2","","-15.2","","85","","0.0","","2","","19","","","","100.50","","","","-22","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-01 07:00","2017","02","01","07:00","-13.1","","-15.1","","85","","0.0","","2","","18","","","","100.52","","","","-21","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-01 08:00","2017","02","01","08:00","-12.7","","-14.8","","84","","0.0","","2","","17","","","","100.54","","","","-21","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-01 09:00","2017","02","01","09:00","-12.2","","-14.6","","82","","0.0","","2","","17","","","","100.53","","","","-20","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-01 10:00","2017","02","01","10:00","-11.6","","-14.1","","82","","0.0","","2","","13","","","","100.55","","","","-18","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-01 11:00","2017","02","01","11:00","-10.9","","-13.7","","80","","0.0","","1","","10","","","","100.57","","","","-16","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-01 12:00","2017","02","01","12:00","-10.1","","-13.2","","78","","0.0","","1","","9","","","","100.55","","","","-15","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-01 13:00","2017","02","01","13:00","-8.8","","-12.3","","76","","0.0","","2","","4","","","","100.53","","","","-11","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-01 14:00","2017","02","01","14:00","-8.1","","-11.8","","74","","0.0","","24","","4","","","","100.55","","","","-10","","NA"
