"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-01 00:00","2018","09","01","00:00","19.0","","17.7","","92","","0.0","","18","","13","","12.9","","102.06","","","","","","Rain"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-01 01:00","2018","09","01","01:00","18.7","","17.9","","95","","0.0","","15","","11","","16.1","","102.03","","","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-01 02:00","2018","09","01","02:00","18.9","","17.8","","93","","0.0","","14","","9","","16.1","","102.03","","","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-01 03:00","2018","09","01","03:00","19.5","","17.5","","88","","0.0","","17","","13","","16.1","","102.04","","","","","","Rain"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-01 04:00","2018","09","01","04:00","19.3","","17.5","","89","","0.0","","16","","9","","16.1","","102.04","","","","","","Rain"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-01 05:00","2018","09","01","05:00","19.3","","17.3","","88","","0.0","","16","","9","","16.1","","102.04","","","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-01 06:00","2018","09","01","06:00","19.7","","17.3","","86","","0.0","","18","","11","","16.1","","102.08","","","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-01 07:00","2018","09","01","07:00","20.4","","17.6","","84","","0.0","","18","","17","","16.1","","102.06","","26","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-01 08:00","2018","09","01","08:00","21.3","","17.9","","81","","0.0","","17","","17","","16.1","","102.07","","27","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-01 09:00","2018","09","01","09:00","22.7","","18.2","","75","","0.0","","16","","17","","16.1","","102.04","","29","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-01 10:00","2018","09","01","10:00","23.2","","18.0","","72","","0.0","","16","","22","","16.1","","102.00","","29","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-01 11:00","2018","09","01","11:00","24.5","","18.1","","67","","0.0","","19","","24","","16.1","","102.03","","31","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-01 12:00","2018","09","01","12:00","25.2","","18.3","","65","","0.0","","18","","17","","16.1","","101.97","","31","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-01 13:00","2018","09","01","13:00","26.5","","18.4","","61","","0.0","","18","","21","","16.1","","101.98","","33","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-01 14:00","2018","09","01","14:00","27.6","","19.2","","60","","0.0","","18","","17","","16.1","","101.90","","35","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-01 15:00","2018","09","01","15:00","27.3","","18.5","","58","","0.0","","17","","24","","16.1","","101.83","","34","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-01 16:00","2018","09","01","16:00","27.1","","18.4","","59","","0.0","","17","","18","","16.1","","101.76","","33","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-01 17:00","2018","09","01","17:00","25.7","","18.0","","62","","0.0","","18","","24","","16.1","","101.71","","32","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-01 18:00","2018","09","01","18:00","23.8","","17.9","","69","","0.0","","18","","26","","16.1","","101.65","","30","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-01 19:00","2018","09","01","19:00","22.6","","17.8","","74","","0.0","","17","","21","","16.1","","101.70","","28","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-01 20:00","2018","09","01","20:00","22.2","","18.0","","77","","0.0","","17","","22","","16.1","","101.69","","28","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-01 21:00","2018","09","01","21:00","21.6","","18.2","","81","","0.0","","19","","21","","16.1","","101.71","","28","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-01 22:00","2018","09","01","22:00","21.1","","18.0","","82","","0.0","","18","","17","","16.1","","101.70","","27","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-01 23:00","2018","09","01","23:00","21.0","","18.1","","83","","0.0","","19","","17","","16.1","","101.73","","27","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-02 00:00","2018","09","02","00:00","20.5","","18.1","","86","","0.0","","18","","21","","16.1","","101.73","","27","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-02 01:00","2018","09","02","01:00","20.3","","18.1","","87","","0.0","","18","","17","","16.1","","101.72","","26","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-02 02:00","2018","09","02","02:00","19.8","","17.8","","88","","0.0","","18","","15","","16.1","","101.73","","","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-02 03:00","2018","09","02","03:00","19.5","","17.8","","90","","0.0","","18","","15","","16.1","","101.70","","","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-02 04:00","2018","09","02","04:00","19.4","","17.9","","91","","0.0","","18","","15","","16.1","","101.71","","","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-02 05:00","2018","09","02","05:00","19.6","","17.9","","90","","0.0","","17","","15","","16.1","","101.71","","","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-02 06:00","2018","09","02","06:00","20.0","","18.2","","89","","0.0","","17","","18","","16.1","","101.74","","26","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-02 07:00","2018","09","02","07:00","21.2","","18.6","","85","","0.0","","17","","18","","16.1","","101.75","","28","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-02 08:00","2018","09","02","08:00","22.5","","18.9","","80","","0.0","","16","","22","","16.1","","101.72","","29","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-02 09:00","2018","09","02","09:00","23.7","","19.3","","76","","0.0","","18","","22","","16.1","","101.71","","31","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-02 10:00","2018","09","02","10:00","25.0","","19.7","","72","","0.0","","19","","15","","16.1","","101.70","","32","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-02 11:00","2018","09","02","11:00","23.4","","20.1","","81","","0.2","","20","","17","","16.1","","101.67","","31","","","","Moderate Rain"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-02 12:00","2018","09","02","12:00","22.0","","20.9","","93","","7.6","","19","","17","","16.1","","101.66","","30","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-02 13:00","2018","09","02","13:00","21.2","","20.6","","96","","7.6","","15","","13","","3.2","","101.63","","29","","","","Heavy Rain,Fog"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-02 14:00","2018","09","02","14:00","22.0","","21.3","","96","","4.5","","16","","13","","16.1","","101.59","","31","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-02 15:00","2018","09","02","15:00","23.1","","21.8","","92","","0.0","","17","","11","","11.3","","101.52","","32","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-02 16:00","2018","09","02","16:00","25.7","","22.1","","80","","0.0","","18","","17","","16.1","","101.46","","35","","","","NA"
"-73.42","45.52","MONTREAL/ST-HUBERT","7027329","2018-09-02 17:00","2018","09","02","17:00","24.4","","21.2","","82","","0.0","","17","","21","","16.1","","101.41","","33","","","","NA"
